time,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2018-07-20 17:11:21.608 UTC, , , , , , , ,589,3281965,135536,112, ,20, ,3310, , , , , , , , , ,20,4, , , ,2,18,3, , , , , , , , , , , , , , , , ,419933,7,417210,417210, , , , ,1622761,268005421056,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1622761,1532105541074,3145728,1624758, , , ,22, ,35, , ,3, ,3,2, , ,1, , , , , , , , , ,16913,3, , , , , , ,1,1,25652072,-1, , , , , , ,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,3246, , ,3, , , , , , , , , , 
2018-07-20 17:12:21.615 UTC, , , , , , , ,589,3288021,141592,112, ,21, ,3490, , , , , , , , , ,21,4, , , ,2,19,3, , , , , , , , , , , , , , , , ,419933,7,417210,417210, , , , ,1639800,268005421056,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1639800,1532105541074,3145728,1641797, , , ,59, ,128, , ,3, ,3,4, , ,1, , , , , , , , , ,17039,3, , , , , , , , ,29374000,-1, , , , , , ,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,3426, , ,3, , , , , , , , , , 
2018-07-20 17:13:21.617 UTC, , , , , , , ,589,3295133,148704,112, ,22, ,3670, , , , , , , , , ,22,4, , , ,2,20,3, , , , , , , , , , , , , , , , ,419933,7,417210,417210, , , , ,1656858,268005421056,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1656858,1532105541074,3145728,1658855, , , ,333, ,384, , ,3, ,3,3, , ,1, , , , , , , , , ,17058,3, , , , , , , , ,33095904,-1, , , , , , ,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,3606, , ,3, , , , , , , , , , 
2018-07-20 17:14:21.618 UTC, , , , , , , ,589,3303781,157352,112, ,24, ,3851, , , , , , , , , ,24,4, , , ,2,22,3, , , , , , , , , , , , , , , , ,419933,7,417210,417210, , , , ,1685142,268005412864,6,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1685142,1532105541074,3145728,1687139, , , ,76, ,116, , ,3, ,3,3, , ,1, , , , , , , , , ,28284,3, , , , , , , , ,41091256,-1, , , , , , ,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,3786, , ,3, , , , , , , , , , 
2018-07-20 17:15:21.619 UTC, , , , , , , ,589,3309061,162632,112, ,24, ,4029, , , , , , , , , ,24,4, , , ,2,22,3, , , , , , , , , , , , , , , , ,419933,7,417210,417210, , , , ,1691220,268005412864,6,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1691220,1532105541074,3145728,1693217, , , ,26, ,69, , ,3, ,3,3, , ,1, , , , , , , , , ,6078,3, , , , , , , , ,44813160,-1, , , , , , ,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,3966, , ,3, , , , , , , , , , 
2018-07-20 17:16:21.625 UTC, , , , , , , ,589,3315413,168984,112, ,25, ,4210, , , , , , , , , ,25,4, , , ,2,23,3, , , , , , , , , , , , , , , , ,419933,7,417210,417210, , , , ,1697298,268005396480,6,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1697298,1532105541074,3145728,1710521, , , ,86, ,191, , ,3, ,3,3, , ,1, , , , , , , , , ,17304,3, , , , , , , , ,49112240,-1, , , , , , ,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,4146, , ,3, , , , , , , , , , 
2018-07-20 17:17:21.626 UTC, , , , , , , ,589,3322525,176096,112, ,26, ,4390, , , , , , , , , ,26,4, , , ,2,24,3, , , , , , , , , , , , , , , , ,419933,7,417210,417210, , , , ,1714602,268005396480,6,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1714602,1532105541074,3145728,1727907, , , ,38, ,91, , ,3, ,3,3, , ,1, , , , , , , , , ,17386,3, , , , , , , , ,57470008,-1, , , , , , ,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,4326, , ,3, , , , , , , , , , 
2018-07-20 17:18:21.628 UTC, , , , , , , ,589,3328549,182120,112, ,27, ,4570, , , , , , , , , ,27,4, , , ,2,25,3, , , , , , , , , , , , , , , , ,419933,7,417210,417210, , , , ,1731988,268005396480,6,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1731988,1532105541074,3145728,1745375, , , ,32, ,74, , ,3, ,3,3, , ,1, , , , , , , , , ,17468,3, , , , , , , , ,62326024,-1, , , , , , ,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,4506, , ,3, , , , , , , , , , 
2018-07-20 17:19:21.629 UTC, , , , , , , ,589,3335661,189232,112, ,28, ,4750, , , , , , , , , ,28,4, , , ,2,26,3, , , , , , , , , , , , , , , , ,419933,7,417210,417210, , , , ,1749456,268005392384,6,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1749456,1532105541074,3145728,1762925, , , ,81, ,117, , ,3, ,3,3, , ,1, , , , , , , , , ,17550,3, , , , , , , , ,69769752,-1, , , , , , ,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,4686, , ,3, , , , , , , , , , 
2018-07-20 17:20:21.631 UTC, , , , , , , ,589,3342773,196344,112, ,29, ,4930, , , , , , , , , ,29,4, , , ,2,27,3, , , , , , , , , , , , , , , , ,419933,7,417210,417210, , , , ,1767006,268005396480,6,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1767006,1532105541074,3145728,1780620, , , ,33, ,64, , ,3, ,3,3, , ,1, , , , , , , , , ,17695,3, , , , , , , , ,74638520,-1, , , , , , ,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,4866, , ,3, , , , , , , , , , 
2018-07-20 17:21:21.633 UTC, , , , , , , ,589,3348085,201656,112, ,29, ,5109, , , , , , , , , ,29,4, , , ,2,27,3, , , , , , , , , , , , , , , , ,419933,7,417210,417210, , , , ,1784701,268005396480,6,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1784701,1532105541074,3145728,1786698, , , ,30, ,71, , ,3, ,3,3, , ,1, , , , , , , , , ,6078,3, , , , , , , , ,83215064,-1, , , , , , ,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,5046, , ,3, , , , , , , , , , 
2018-07-20 17:22:21.634 UTC, , , , , , , ,589,3355197,208768,112, ,30, ,5290, , , , , , , , , ,30,4, , , ,2,28,3, , , , , , , , , , , , , , , , ,419933,7,417210,417210, , , , ,1802478,268005396480,6,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1802478,1532105541074,3145728,1804475, , , ,45, ,78, , ,3, ,3,3, , ,1, , , , , , , , , ,17777,3, , , , , , , , ,90658768,-1, , , , , , ,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,5226, , ,3, , , , , , , , , , 
2018-07-20 17:23:21.636 UTC, , , , , , , ,589,3362309,215880,112, ,31, ,5470, , , , , , , , , ,31,4, , , ,2,29,3, , , , , , , , , , , , , , , , ,419933,7,417210,417210, , , , ,1820274,268005396480,6,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1820274,1532105541074,3145728,1822271, , , ,19, ,50, , ,3, ,3,3, , ,1, , , , , , , , , ,17796,3, , , , , , , , ,94950440,-1, , , , , , ,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,5406, , ,3, , , , , , , , , , 
